"No","Category","CategoryOfSequences_E","FXY1","Title_E","SubTitle_E","FXY2","ElementName_E","ExistingElementName_E","Note_E","Status"
2175.00,"08","Surface report sequences (sea)","308011","(Monthly values from an ocean weather station - CLIMAT SHIP)",,"001011","Ship or mobile land station identifier","Ship's call sign",,"Operational"
2176.00,"08","Surface report sequences (sea)","308011","(Monthly values from an ocean weather station - CLIMAT SHIP)",,"002001","Type of station","Type of station",,"Operational"
2177.00,"08","Surface report sequences (sea)","308011","(Monthly values from an ocean weather station - CLIMAT SHIP)",,"301011",,"Date","(see Note 1)#BUFR_15_1_1_TableD.doc#B_Cat08","Operational"
2178.00,"08","Surface report sequences (sea)","308011","(Monthly values from an ocean weather station - CLIMAT SHIP)",,"301012",,"Time","(see Note 1)#BUFR_15_1_1_TableD.doc#B_Cat08","Operational"
2179.00,"08","Surface report sequences (sea)","308011","(Monthly values from an ocean weather station - CLIMAT SHIP)",,"301023",,"Latitude (coarse accuracy), longitude (coarse accuracy)",,"Operational"
2180.00,"08","Surface report sequences (sea)","308011","(Monthly values from an ocean weather station - CLIMAT SHIP)",,"007030","Height of station ground above mean sea level","Height of station platform above mean sea level","(see Note 3)#BUFR_15_1_1_TableD.doc#B_Cat08","Operational"
2181.00,"08","Surface report sequences (sea)","308011","(Monthly values from an ocean weather station - CLIMAT SHIP)",,"007031","Height of barometer above mean sea level","Height of barometer above mean sea level","(see Note 3)#BUFR_15_1_1_TableD.doc#B_Cat08","Operational"
2182.00,"08","Surface report sequences (sea)","308011","(Monthly values from an ocean weather station - CLIMAT SHIP)","Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature:","004074","Short time period or displacement","Short time displacement (= UTC - LST)","(see Note 1)#BUFR_15_1_1_TableD.doc#B_Cat08","Operational"
2183.00,"08","Surface report sequences (sea)","308011","(Monthly values from an ocean weather station - CLIMAT SHIP)","Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature:","004023","Time period or displacement","Time period (= number of days in the month)",,"Operational"
2184.00,"08","Surface report sequences (sea)","308011","(Monthly values from an ocean weather station - CLIMAT SHIP)","Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature:","008023","First-order statistics","First-order statistics (= 4; mean value)",,"Operational"
2185.00,"08","Surface report sequences (sea)","308011","(Monthly values from an ocean weather station - CLIMAT SHIP)","Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature:","010051","Pressure reduced to mean sea level","Pressure reduced to mean sea level",,"Operational"
2186.00,"08","Surface report sequences (sea)","308011","(Monthly values from an ocean weather station - CLIMAT SHIP)","Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature:","007032","Height of sensor above local ground (or deck of marine platform)","Height of sensor above marine deck platform (for temperature measurement)","(see Note 3)#BUFR_15_1_1_TableD.doc#B_Cat08","Operational"
2187.00,"08","Surface report sequences (sea)","308011","(Monthly values from an ocean weather station - CLIMAT SHIP)","Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature:","007033","Height of sensor above water surface","Height of sensor above water surface (for temperature measurement)","(see Note 3)#BUFR_15_1_1_TableD.doc#B_Cat08","Operational"
2188.00,"08","Surface report sequences (sea)","308011","(Monthly values from an ocean weather station - CLIMAT SHIP)","Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature:","012101","Temperature/air temperature","Temperature/air temperature",,"Operational"
2189.00,"08","Surface report sequences (sea)","308011","(Monthly values from an ocean weather station - CLIMAT SHIP)","Monthly mean values of pressure, temperature, vapour pressure and sea/water temperature:","013004","Vapour pressure","Vapour pressure",,"Operational"
